SMILES,molecule_chembl_id,IC50,mol,mw,nhd,nha,clogp,rb,pIC50
Cn1cccc1-c1cc2nccc(Oc3ccc(NC(=S)NC(=O)Cc4ccccc4)cc3F)c2s1,CHEMBL258185,49.0,<rdkit.Chem.rdchem.Mol object at 0x734b19ae2d50>,516.108996132,2,6,6.288900000000003,6,7.309803919971486
O=C(Cc1ccccc1)NC(=S)Nc1ccc(Oc2ccnc3cc(-c4cccs4)sc23)c(F)c1,CHEMBL402004,70.0,<rdkit.Chem.rdchem.Mol object at 0x734b19ae2dc0>,519.0545180360001,2,6,7.011900000000003,6,7.154901959985743
O=C(Cc1ccccc1)NC(=S)Nc1ccc(Oc2ccnc3cc(-c4nncs4)sc23)c(F)c1,CHEMBL257987,60.0,<rdkit.Chem.rdchem.Mol object at 0x734b19ae2e30>,521.0450159720001,2,8,5.8019000000000025,6,7.221848749616356
O=C(Cc1ccccc1)NC(=S)Nc1ccc(Oc2ccnc3cc(-c4ncccn4)sc23)c(F)c1,CHEMBL256767,181.0,<rdkit.Chem.rdchem.Mol object at 0x734b19ae2ea0>,515.0885950360001,2,7,5.740400000000003,6,6.7423214251308154
O=C(Cc1ccccc1)NC(=S)Nc1ccc(Oc2ccnc3cc(-c4cccnc4)sc23)c(F)c1,CHEMBL402042,126.0,<rdkit.Chem.rdchem.Mol object at 0x734b19ae2f10>,514.0933460680001,2,6,6.345400000000003,6,6.8996294548824375
O=C(Cc1ccccc1)NC(=S)Nc1ccc(Oc2ccnc3cc(-c4ccccn4)sc23)c(F)c1,CHEMBL404639,62.0,<rdkit.Chem.rdchem.Mol object at 0x734b19ae2f80>,514.0933460680001,2,6,6.345400000000003,6,7.2076083105017466
O=C(Cc1ccccc1)NC(=S)Nc1ccc(Oc2ccnc3cc(-c4nccs4)sc23)c(F)c1,CHEMBL402550,65.0,<rdkit.Chem.rdchem.Mol object at 0x734b19ae2ff0>,520.0497670040002,2,7,6.406900000000002,6,7.187086643357144
Cn1ncnc1-c1cc2nccc(Oc3ccc(NC(=S)NC(=O)Cc4ccccc4)cc3F)c2s1,CHEMBL258396,69.0,<rdkit.Chem.rdchem.Mol object at 0x734b19ae3060>,518.099494068,2,8,5.0789000000000035,6,7.161150909262744
Cn1cc(-c2cc3nccc(Oc4ccc(NC(=S)NC(=O)Cc5ccccc5)cc4F)c3s2)cn1,CHEMBL402792,24.0,<rdkit.Chem.rdchem.Mol object at 0x734b19ae30d0>,517.1042451000001,2,7,5.683900000000003,6,7.619788758288394
CCn1ccnc1-c1cc2nccc(Oc3ccc(NC(=S)NC(=O)Cc4ccccc4)cc3F)c2s1,CHEMBL404495,108.0,<rdkit.Chem.rdchem.Mol object at 0x734b19ae3140>,531.1198951640001,2,7,6.166800000000003,7,6.966576244513051
Cn1ccnc1-c1cc2nccc(Oc3ccc(NC(=S)NC(=O)Cc4ccccc4)cc3F)c2s1,CHEMBL258240,51.0,<rdkit.Chem.rdchem.Mol object at 0x734b19ae31b0>,517.1042451,2,7,5.683900000000002,6,7.292429823902063
CCn1cnc(-c2cc3nccc(Oc4ccc(NC(=S)NC(=O)Cc5ccccc5)cc4F)c3s2)c1,CHEMBL258453,52.0,<rdkit.Chem.rdchem.Mol object at 0x734b19ae3220>,531.119895164,2,7,6.166800000000003,7,7.2839966563652006
Cn1cnc(-c2cc3nccc(Oc4ccc(NC(=S)NC(=O)Cc5ccccc5)cc4F)c3s2)c1,CHEMBL254760,29.0,<rdkit.Chem.rdchem.Mol object at 0x734b19ae3290>,517.1042451,2,7,5.683900000000003,6,7.537602002101044
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,CHEMBL535,2000.0,<rdkit.Chem.rdchem.Mol object at 0x734b19ae3300>,398.211804324,3,3,3.3349400000000013,7,5.698970004336019
COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,CHEMBL509032,1667.0,<rdkit.Chem.rdchem.Mol object at 0x734b19ae3370>,613.26018682,2,10,5.024100000000003,9,5.778064400171995
Cn1cnc(-c2cc3nccc(Oc4ccc(NC(=O)NC(=O)Cc5ccccc5)cc4F)c3s2)c1,CHEMBL490965,25.0,<rdkit.Chem.rdchem.Mol object at 0x734b19ae33e0>,501.12708871999996,2,7,5.519000000000004,6,7.6020599913279625
Cn1cnc(-c2cc3nccc(Oc4ccc(NC(=O)CC(=O)Nc5ccccc5)cc4F)c3s2)c1,CHEMBL464510,28.0,<rdkit.Chem.rdchem.Mol object at 0x734b19ae3450>,501.12708871999996,2,7,5.595500000000003,7,7.552841968657781
CN(C(=O)CC(=O)Nc1ccc(Oc2ccnc3cc(-c4cn(C)cn4)sc23)c(F)c1)c1ccccc1,CHEMBL465130,43.0,<rdkit.Chem.rdchem.Mol object at 0x734b19ae34c0>,515.1427387840001,1,7,5.619800000000004,7,7.366531544420414
Cn1cnc(-c2cc3nccc(Oc4ccc(NC(=O)C5(C(=O)Nc6ccccc6)CC5)cc4F)c3s2)c1,CHEMBL465131,28.0,<rdkit.Chem.rdchem.Mol object at 0x734b19ae3530>,527.142738784,2,7,5.985600000000003,7,7.552841968657781
CN(C(=O)C1(C(=O)Nc2ccc(Oc3ccnc4cc(-c5cn(C)cn5)sc34)c(F)c2)CC1)c1ccccc1,CHEMBL462667,1000.0,<rdkit.Chem.rdchem.Mol object at 0x734b19ae35a0>,541.1583888480001,1,7,6.009900000000005,7,6.0
Cn1cnc(-c2cc3nccc(Oc4ccc(NC(=O)C5CCN(c6ccccc6)C5=O)cc4F)c3s2)c1,CHEMBL518209,35.0,<rdkit.Chem.rdchem.Mol object at 0x734b19ae3610>,527.142738784,1,7,5.619800000000003,6,7.455931955649724
CC(C)n1cnc(-c2cc3nccc(Oc4ccc(NC(=O)C5CCN(c6ccccc6)C5=O)cc4F)c3s2)c1,CHEMBL459478,39.0,<rdkit.Chem.rdchem.Mol object at 0x734b19ae3680>,555.174038912,1,7,6.663700000000004,7,7.4089353929735005
CC(C)n1cnc(-c2cc3nccc(Oc4ccc(NC(=O)C5CC(=O)N(c6ccccc6)C5)cc4F)c3s2)c1,CHEMBL462023,300.0,<rdkit.Chem.rdchem.Mol object at 0x734b19ae36f0>,555.174038912,1,7,6.663700000000004,7,6.522878745280337
Cn1cnc(-c2cc3nccc(Oc4ccc(NC(=O)C5(C)CCN(c6ccccc6)C5=O)cc4F)c3s2)c1,CHEMBL462231,67.0,<rdkit.Chem.rdchem.Mol object at 0x734b19ae3760>,541.158388848,1,7,6.009900000000004,6,7.173925197299174
Cn1cnc(-c2cc3nccc(Oc4ccc(NC(=O)N5CCN(c6ccccc6)C5=O)cc4F)c3s2)c1,CHEMBL462232,23.0,<rdkit.Chem.rdchem.Mol object at 0x734b19ae37d0>,528.1379877520001,1,7,6.102300000000004,5,7.638272163982407
CCn1cnc(-c2cc3nccc(Oc4ccc(NC(=O)N5CCN(c6ccccc6)C5=O)cc4F)c3s2)c1,CHEMBL453613,25.0,<rdkit.Chem.rdchem.Mol object at 0x734b19ae3840>,542.153637816,1,7,6.585200000000004,6,7.6020599913279625
CN(C)CCn1cnc(-c2cc3nccc(Oc4ccc(NC(=O)N5CCN(c6ccccc6)C5=O)cc4F)c3s2)c1,CHEMBL445871,34.0,<rdkit.Chem.rdchem.Mol object at 0x734b19ae38b0>,585.195836976,1,8,6.126900000000005,8,7.468521082957745
O=C(Nc1ccc(Oc2ccnc3cc(-c4cn(CCN5CCCC5)cn4)sc23)c(F)c1)N1CCN(c2ccccc2)C1=O,CHEMBL503524,35.0,<rdkit.Chem.rdchem.Mol object at 0x734b19ae3920>,611.2114870400002,1,8,6.6611000000000065,8,7.455931955649724
Cn1ccnc1-c1cc2nccc(Oc3ccc(NC(=O)N4CCN(c5ccccc5)C4=O)cc3F)c2s1,CHEMBL510676,26.0,<rdkit.Chem.rdchem.Mol object at 0x734b19ae3990>,528.1379877520001,1,7,6.102300000000003,5,7.585026652029182
CCn1ccnc1-c1cc2nccc(Oc3ccc(NC(=O)N4CCN(c5ccccc5)C4=O)cc3F)c2s1,CHEMBL455655,24.0,<rdkit.Chem.rdchem.Mol object at 0x734b19ae3a00>,542.153637816,1,7,6.585200000000004,6,7.619788758288394
O=C(Nc1ccc(Oc2ccnc3cc(-c4ccc(CN5CCNCC5)cc4)sc23)c(F)c1)N1CCN(c2ccccc2)C1=O,CHEMBL448276,22.0,<rdkit.Chem.rdchem.Mol object at 0x734b19ae3a70>,622.2162380720001,2,7,6.774000000000007,7,7.657577319177793
CN1CCN(Cc2ccc(-c3cc4nccc(Oc5ccc(NC(=O)N6CCN(c7ccccc7)C6=O)cc5F)c4s3)cc2)CC1,CHEMBL447616,29.0,<rdkit.Chem.rdchem.Mol object at 0x734b19ae3ae0>,636.2318881360001,1,7,7.116200000000006,7,7.537602002101044
CNC(=O)N1CCN(Cc2ccc(-c3cc4nccc(Oc5ccc(NC(=O)N6CCN(c7ccccc7)C6=O)cc5F)c4s3)cc2)CC1,CHEMBL503016,16.0,<rdkit.Chem.rdchem.Mol object at 0x734b19ae3b50>,679.2377017880001,2,7,6.825800000000007,7,7.795880017344075
CN1CCN(CCN(C)Cc2ccc(-c3cc4nccc(Oc5ccc(NC(=O)N6CCN(c7ccccc7)C6=O)cc5F)c4s3)cc2)CC1,CHEMBL508395,28.0,<rdkit.Chem.rdchem.Mol object at 0x734b19ae3bc0>,693.28973736,1,8,7.048000000000009,10,7.552841968657781
CC(=O)c1cccc(-c2cc3nccc(Oc4ccc(NC(=O)N5CCN(c6ccccc6)C5=O)cc4F)c3s2)c1,CHEMBL448993,200.0,<rdkit.Chem.rdchem.Mol object at 0x734b19ae3c30>,566.142404436,1,6,7.571400000000006,6,6.698970004336019
CN(C)[C@H]1CCN(C(=O)c2cc3nccc(Oc4ccc(NC(=O)N5CCN(c6ccccc6)C5=O)cc4F)c3s2)C1,CHEMBL502621,42.0,<rdkit.Chem.rdchem.Mol object at 0x734b19ae3ca0>,588.195502628,1,7,5.477900000000005,6,7.376750709602099
CN1CC=C(c2cc3nccc(Oc4ccc(NC(=O)N5CCN(c6ccccc6)C5=O)cc4F)c3s2)CC1,CHEMBL508776,33.0,<rdkit.Chem.rdchem.Mol object at 0x734b19ae3d10>,543.174038912,1,6,6.4207000000000045,5,7.481486060122113
CCn1cnc(-c2cc3nccc(Oc4ccc(NC(=O)N5CCN(c6ccc(F)cc6)C5=O)cc4F)c3s2)c1,CHEMBL464211,27.0,<rdkit.Chem.rdchem.Mol object at 0x734b19ae3d80>,560.1442160040001,1,7,6.724300000000004,6,7.568636235841013
CCn1cnc(-c2cc3nccc(Oc4ccc(NC(=O)N5CCN(c6ccccc6F)C5=O)cc4F)c3s2)c1,CHEMBL517469,21.0,<rdkit.Chem.rdchem.Mol object at 0x734b19ae3df0>,560.1442160040001,1,7,6.724300000000004,6,7.6777807052660805
CCn1cnc(-c2cc3nccc(Oc4ccc(NC(=O)N5CCN(c6ccccc6OC)C5=O)cc4F)c3s2)c1,CHEMBL462835,26.0,<rdkit.Chem.rdchem.Mol object at 0x734b19ae3e60>,572.1642025,1,8,6.593800000000004,7,7.585026652029182
Cn1cnc(-c2cc3nccc(Oc4ccc(NC(=S)N5CCN(c6ccccc6)C5=O)cc4F)c3s2)c1,CHEMBL518676,24.0,<rdkit.Chem.rdchem.Mol object at 0x734b19ae3ed0>,544.1151441320001,1,7,6.267200000000003,5,7.619788758288394
Cn1cnc(-c2cc3nccc(Oc4ccc(NC(=O)N5CCN(c6ccccc6)C5=S)cc4F)c3s2)c1,CHEMBL464409,2000.0,<rdkit.Chem.rdchem.Mol object at 0x734b19ae3f40>,544.1151441320001,1,7,6.267200000000003,5,5.698970004336019
O=C(Nc1ccc(Oc2ccnc3cc(-c4cn(CCCN5CCCC5)cn4)sc23)c(F)c1)N1CCN(c2ccccc2)C1=O,CHEMBL449757,300.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b00040>,625.2271371040001,1,8,7.051200000000007,9,6.522878745280337
N#Cc1ccc2[nH]c(-c3ccncc3)c(-c3ccc(F)c(Cl)c3)c2n1,CHEMBL521639,180.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b000b0>,348.05780222000004,1,3,4.956080000000001,2,6.7447274948966935
N#Cc1ccc2[nH]c(-c3ccnc(N)c3)c(-c3ccc(F)c(Cl)c3)c2n1,CHEMBL522155,130.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b00120>,363.06870125200004,2,4,4.538280000000001,2,6.886056647693163
N#Cc1ccc2[nH]c(-c3ccncc3)c(-c3cccc(Cl)c3)c2n1,CHEMBL493519,40.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b00190>,330.067224032,1,3,4.816980000000002,2,7.3979400086720375
N#Cc1ccc2[nH]c(-c3cncnc3)c(-c3ccc(F)cc3)c2n1,CHEMBL493313,330.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b00200>,315.09202354,1,4,3.697680000000002,2,6.481486060122113
N#Cc1ccc2[nH]c(-c3ccncc3)c(-c3cc(F)cc(Cl)c3)c2n1,CHEMBL493511,340.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b00270>,348.05780222000004,1,3,4.956080000000002,2,6.468521082957745
N#Cc1ccc2[nH]c(-c3ccncc3)c(-c3ccc(F)c(F)c3)c2n1,CHEMBL524181,1590.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b002e0>,332.08735276000004,1,3,4.441780000000001,2,5.798602875679548
N#Cc1ccc2[nH]c(-c3ccncc3)c(-c3ccc(F)cc3)c2n1,CHEMBL492761,1950.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b00350>,314.0967745720001,1,3,4.302680000000001,2,5.709965388637482
N#Cc1ccc2[nH]c(-c3ccncc3)c(-c3ccccc3)c2n1,CHEMBL492760,2090.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b003c0>,296.10619638400004,1,3,4.163580000000002,2,5.679853713888946
N#Cc1ccc2[nH]c(-c3ccncc3)c(-c3cc(Cl)cc(Cl)c3)c2n1,CHEMBL510973,2550.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b00430>,364.02825168,1,3,5.470380000000001,2,5.5934598195660445
N#Cc1ccc2[nH]c(-c3ccnc(NCc4ccccc4)c3)c(-c3ccc(F)c(Cl)c3)c2n1,CHEMBL492705,5570.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b004a0>,453.11565144400004,2,4,6.568180000000003,5,5.2541448048262716
N#Cc1ccc2[nH]c(-c3ccncc3)c(-c3ccc(Cl)cc3)c2n1,CHEMBL492912,10000.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b00510>,330.067224032,1,3,4.816980000000002,2,5.0
COc1ccc2c(OCc3nnc4ccc(-c5ccccc5)nn34)ccnc2c1,CHEMBL496102,46.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b00580>,383.1382247840001,0,7,3.927100000000002,5,7.337242168318426
Oc1ccc(Cc2nnc3ccc(-c4ccco4)nn23)cc1,CHEMBL497119,132.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b005f0>,292.096025624,1,6,2.6807,3,6.87942606879415
Cc1cc(-c2ccc3nnc(Cc4ccc(O)cc4)n3n2)sn1,CHEMBL523413,2.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b00660>,323.0840810360001,1,7,2.852620000000001,3,8.698970004336019
Cc1csc(-c2ccc3nnc(Cc4ccc(O)cc4)n3n2)c1,CHEMBL497118,2.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b006d0>,322.08883206800004,1,6,3.457620000000002,3,8.698970004336019
Oc1ccc(Cc2nnc3ccc(-c4ccsc4)nn23)cc1,CHEMBL497117,29.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b00740>,308.07318200400005,1,6,3.1492000000000013,3,7.537602002101044
Oc1ccc(Cc2nnc3ccc(-c4cccs4)nn23)cc1,CHEMBL523386,6.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b007b0>,308.07318200400005,1,6,3.1492000000000013,3,8.221848749616356
CNC(=O)c1ccc(-c2ccc3nnc(Cc4ccc(O)cc4)n3n2)cc1Cl,CHEMBL494985,2.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b00820>,393.099252432,2,6,3.1007000000000016,4,8.698970004336019
CNC(=O)c1ccc(-c2ccc3nnc(Cc4ccc(O)cc4)n3n2)cc1F,CHEMBL494984,3.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b00890>,377.128802972,2,6,2.5864000000000003,4,8.522878745280337
CNC(=O)c1ccc(-c2ccc3nnc(Cc4ccc(O)cc4)n3n2)cc1,CHEMBL494983,16.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b00900>,359.13822478400004,2,6,2.4473000000000003,4,7.795880017344075
COc1ccc2c(OCc3nnc4ccc(-c5cc(F)c(F)c(F)c5)nn34)ccnc2c1,CHEMBL494979,7.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b00970>,437.1099593480001,0,7,4.344400000000003,5,8.154901959985743
COc1ccc2c(OCc3nnc4ccc(-c5cc(F)cc(F)c5)nn34)ccnc2c1,CHEMBL494630,14.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b009e0>,419.1193811600001,0,7,4.205300000000003,5,7.853871964321762
COc1ccc2c(OCc3nnc4ccc(-c5ccc(F)c(F)c5)nn34)ccnc2c1,CHEMBL522196,26.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b00a50>,419.1193811600001,0,7,4.205300000000003,5,7.585026652029182
COc1ccc2c(OCc3nnc4ccc(-c5ccccc5F)nn34)ccnc2c1,CHEMBL494794,400.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b00ac0>,401.1288029720001,0,7,4.066200000000003,5,6.3979400086720375
COc1ccc2c(OCc3nnc4ccc(-c5cccc(F)c5)nn34)ccnc2c1,CHEMBL494793,20.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b00b30>,401.1288029720001,0,7,4.066200000000003,5,7.698970004336019
COc1ccc2c(OCc3nnc4ccc(-c5ccc(F)cc5)nn34)ccnc2c1,CHEMBL497968,42.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b00ba0>,401.1288029720001,0,7,4.066200000000003,5,7.376750709602099
O=c1cc2oc3cc(O)c(O)cc3c(-c3cccc(Cl)c3Cl)c-2cc1O,CHEMBL473332,30000.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b00c10>,387.99052878,3,5,4.988400000000004,1,4.522878745280337
CC1=C(C(=O)Nc2ccc(Cl)cc2)C(c2cccc(C(F)(F)F)c2)N(C)C(=S)N1C,CHEMBL514624,30000.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b00c80>,453.0889455680001,1,2,5.474700000000005,3,4.522878745280337
CC1=C(C#N)C(=O)N(Cc2ccccc2)C(=O)/C1=C\Nc1cc(Cl)ccc1O,CHEMBL473533,50000.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b00cf0>,393.08801905199994,2,5,3.7504800000000027,4,4.301029995663981
CCOc1ccn(-c2ccc(F)cc2)c(=O)c1C(=O)Nc1ccc(Oc2ccnc(N)c2Cl)c(F)c1,CHEMBL460702,20.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b00d60>,512.106289208,2,7,5.189600000000002,7,7.698970004336019
COc1ccc2c(Oc3ccc(NC(=O)c4c(C)n(C)n(-c5ccccc5)c4=O)cc3F)ccnc2c1,CHEMBL460465,37.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b00dd0>,498.170333436,1,7,5.2249200000000044,6,7.431798275933005
COc1ccc2c(Oc3ccc(NC(=O)c4c(C)n(CC(C)(C)O)n(-c5ccccc5)c4=O)cc3F)ccnc2c1,CHEMBL445799,50.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b00e40>,556.212198248,2,8,5.458820000000006,8,7.301029995663981
COc1ccc2c(Oc3ccc(NC(=O)c4c(C)n(CC(C)=O)n(-c5ccccc5)c4=O)cc3F)ccnc2c1,CHEMBL461293,48.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b00eb0>,540.18089812,1,8,5.276920000000004,8,7.318758762624412
COc1ccc2c(Oc3ccc(NC(=O)c4c(C)n(C[C@H](C)O)n(-c5ccccc5)c4=O)cc3F)ccnc2c1,CHEMBL460468,23.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b00f20>,542.196548184,2,8,5.068720000000004,8,7.638272163982407
COc1ccc2c(Oc3ccc(NC(=O)c4c(C)n(C[C@@H](C)O)n(-c5ccccc5)c4=O)cc3F)ccnc2c1,CHEMBL518174,24.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b00f90>,542.196548184,2,8,5.068720000000004,8,7.619788758288394
COc1ccc2c(Oc3ccc(NC(=O)c4c(C)n(CC(C)C)n(-c5ccccc5)c4=O)cc3F)ccnc2c1,CHEMBL459647,204.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b01000>,540.217283628,1,7,6.343920000000005,8,6.690369832574102
CCCn1c(C)c(C(=O)Nc2ccc(Oc3ccnc4cc(OC)ccc34)c(F)c2)c(=O)n1-c1ccccc1,CHEMBL460466,49.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b01070>,526.201633564,1,7,6.097920000000006,8,7.309803919971486
COc1ccc2c(Oc3ccc(NC(=O)c4c(C)n(CC(C)(C)O)n(-c5ccccc5)c4=O)nc3)ccnc2c1,CHEMBL460472,60.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b010e0>,539.216869028,2,9,4.7147200000000025,8,7.221848749616356
CN1CCN(c2ccc(-c3cnc4ccn(S(=O)(=O)c5cccc6nonc56)c4c3)cn2)CC1,CHEMBL551458,820.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b01150>,475.14265853200004,0,10,2.6233000000000004,4,6.086186147616283
O=S(=O)(c1cccc2nonc12)n1ccc2ncc(-c3cnn(C4CCNCC4)c3)cc21,CHEMBL554497,200.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b011c0>,449.1270084680001,1,10,2.597500000000001,4,6.698970004336019
Nc1cnc2ccn(S(=O)(=O)c3cccc4nonc34)c2c1,CHEMBL562063,1300.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b01230>,315.04261014800005,1,8,1.3917000000000002,2,5.886056647693163
O=C(c1cccnc1)N1CCN(c2cnc3ccn(S(=O)(=O)c4cccc5nonc45)c3c2)CC1,CHEMBL564904,480.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b012a0>,489.121923088,0,10,2.1669,4,6.318758762624412
CC(=O)N1CCN(c2cnc3ccn(S(=O)(=O)c4cccc5nonc45)c3c2)CC1,CHEMBL549980,370.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b01310>,426.111024056,0,9,1.478,3,6.431798275933005
CNCC(=O)N1CCN(c2cnc3ccn(S(=O)(=O)c4cccc5nonc45)c3c2)CC1,CHEMBL564760,570.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b01380>,455.137573152,1,10,0.6775,5,6.2441251443275085
O=S(=O)(c1c(Cl)nc2sccn12)n1ccc2ncc(N3CCNCC3)cc21,CHEMBL560575,1700.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b013f0>,422.03864340000007,1,9,2.0454999999999997,3,5.769551078621726
O=S(=O)(c1c(Cl)nc2sccn12)n1ccc2ncc(-c3cnn(C4CCNCC4)c3)cc21,CHEMBL564371,110.0,<rdkit.Chem.rdchem.Mol object at 0x734b19b01460>,487.06519249600007,1,10,3.4239000000000015,4,6.958607314841775
